project,download_count
ciphey,53274
airium,53269
websockify,53256
vosk,53253
ibm-watson-studio-pipelines,53244
robotframework-sapguilibrary,53233
qt5-tools,53217
treeinterpreter,53203
dragonfly-energy,53167
open-interpreter,53160
python-speech-features,53150
soda-sql-core,53141
wtforms-alchemy,53127
pysolarmanv5,53058
glitch-this,53043
neverbounce-sdk,53037
llama-hub,53032
chainmap,53029
approvaltests,53023
jobase,53012
python-youtube,52992
romkan,52989
redfish,52984
molotov,52978
mmcls,52954
dissect-util,52948
falcon-multipart,52904
aiocron,52893
zope-ptresource,52883
jwskate,52872
fanstatic,52872
pyatlan,52863
redbaron,52823
botocore-a-la-carte-connectparticipant,52818
python-lsp-black,52818
pyrabbit,52798
slackblocks,52795
torchserve,52793
lepl,52751
dbt,52748
unsync,52745
colcon-bash,52745
django-role-permissions,52744
timezonefinderl,52733
unipath,52726
panphon,52719
behave-html-formatter,52705
shortid,52671
tonyg-rfc3339,52634
picobox,52630
cosmicfrog,52625
mmcv-full,52625
sagemaker-experiments,52608
django-admin-sortable,52605
pretty-errors,52594
sentinel,52573
drf-orjson-renderer,52546
ormar-postgres-extensions,52535
squad-sagemaker-db-connector,52519
types-flask-sqlalchemy,52491
quilt3,52466
nvidia-cuda-nvcc-cu11,52453
pymediainfo-pyrofork,52444
adbc-driver-postgresql,52439
qh3,52427
contrast-agent,52419
stdiomask,52411
python-must,52407
napari-svg,52395
langchain-mistralai,52374
django-modeladmin-reorder,52355
application-properties,52352
botocore-a-la-carte-dax,52333
pypickle,52310
chromedriver,52292
django-filter-stubs,52275
django-rich,52242
pytabcmd,52213
sphinxcontrib-blockdiag,52212
google-cloud-bigquery-datapolicies,52208
ulid-transform,52189
pydot-ng,52158
ert,52144
attrdict3,52142
mavproxy,52136
napari-plugin-engine,52131
pyinfra,52111
tiktokapi,52111
torch-lr-finder,52094
aqlm,52091
django-fernet-fields,52068
autorom-accept-rom-license,52036
django-resized,52022
access-parser,52021
pylibiio,52018
filemagic,52016
easydev,52002
repoze-sendmail,51995
uwsgidecorators,51992
mgrs,51984
seqdiag,51974
easyargs,51972
mars,51954
datetime-parser,51946
datatable,51930
datasette,51882
pyats-easypy,51881
dctorch,51869
swimlane-connector-exceptions,51868
django-redshift-backend,51859
ipytest,51834
flask-htmlmin,51826
home-assistant-bluetooth,51815
argostranslate,51804
colcon-cd,51788
botocore-a-la-carte-elastic-inference,51788
lasio,51783
drf-api-tracking,51768
large-image-source-tiff,51762
botocore-a-la-carte-worklink,51762
shrike,51751
django-choices,51725
docplex,51711
flake8-useless-assert,51674
cppheaderparser,51666
rio-cogeo,51661
zope-testrunner,51661
pyowm,51659
botocore-a-la-carte-sagemaker-edge,51656
sphinxcontrib-drawio,51655
supervisord-dependent-startup,51618
tencentcloud-sdk-python-tsw,51612
sphinxcontrib-images,51603
pyats-log,51589
dkimpy,51587
arcticdb,51562
sftpserver,51558
gallery-dl,51549
ioc-hunter,51542
dask-gateway,51470
qasync,51462
adafruit-platformdetect,51456
adrf,51456
pyats,51454
nuclio-jupyter,51441
pyepsg,51436
pytest-durations,51401
botocore-a-la-carte-arc-zonal-shift,51383
tenant-schemas-celery,51380
simple-dwd-weatherforecast,51364
ipyslickgrid,51361
cdktf-cdktf-provider-github,51356
covid,51354
paddle2onnx,51341
mypy-zope,51338
django-post-office,51337
amazoncaptcha,51329
botocore-a-la-carte-codestar,51292
google-cloud-quotas,51271
django-concurrency,51264
docx-mailmerge,51251
crudini,51234
shot-scraper,51221
soda-sql-spark,51176
taxjar,51172
responsibleai,51171
apache-airflow-providers-apache-hdfs,51154
botocore-a-la-carte-backup-gateway,51130
botocore-a-la-carte-kinesis-video-webrtc-storage,51115
itk-io,51114
http-router,51096
rbx,51091
botocore-a-la-carte-mediastore,51087
pyats-utils,51084
pytket,51075
jupyterlab-lsp,51074
botocore-a-la-carte-ec2-instance-connect,51069
botocore-a-la-carte-codestar-connections,51050
zhinst-timing-models,51046
python-forge,51036
moderngl-window,51017
pulumi-azure-native,50989
flask-expects-json,50985
botocore-a-la-carte-migrationhub-config,50983
dbf,50977
graphene-django-optimizer,50970
pychromecast,50947
napari-console,50946
brainstem,50939
botocore-a-la-carte-cloudsearchdomain,50903
cmp-version,50900
pyats-kleenex,50873
botocore-a-la-carte-amp,50858
name-matching,50841
scrapy-fake-useragent,50830
goose3,50810
policyengine-us,50804
dearpygui,50800
wonderwords,50794
pscript,50775
flake8-picky-parentheses,50766
botocore-a-la-carte-account,50763
spectree,50753
clang-tidy,50750
volkswagencarnet,50744
starkcore,50739
authencoding,50710
spidev,50702
botocore-a-la-carte-cloud9,50700
zabbix-api,50684
rpm,50681
pyedflib,50676
pyvirtualcam,50676
fastremap,50671
django-bitfield,50668
seekpath,50667
reacton,50651
django-versatileimagefield,50649
walkdir,50631
blackfire,50606
pyats-aetest,50600
botocore-a-la-carte-chime-sdk-identity,50589
botocore-a-la-carte-sagemaker-metrics,50587
ghstack,50585
pycaw,50582
pystaticconfiguration,50575
os-resource-classes,50553
botocore-a-la-carte-cloudcontrol,50550
mixpanel-py-async,50534
nptdms,50514
botocore-a-la-carte-sso,50512
esphome-dashboard,50500
airflow-provider-kafka,50496
django-bootstrap-datepicker-plus,50489
syncer,50473
awkward1,50466
sqlalchemy-repr,50454
pyats-topology,50453
opencensus-ext-zipkin,50448
profanity,50445
ast-grep-py,50443
mdformat-black,50431
opentok,50427
expects,50424
pulp-cli,50414
aliyun-python-sdk-alimt,50403
cdktf-cdktf-provider-null,50400
zope-globalrequest,50391
biosak,50383
botocore-a-la-carte-backupstorage,50378
airflow-mcd,50370
stytch,50346
python-coveralls,50339
botocore-a-la-carte-cloudhsmv2,50327
botocore-a-la-carte-dlm,50312
console-menu,50298
botocore-a-la-carte-appconfigdata,50290
apache-airflow-providers-zendesk,50280
condor-git-config,50273
python-gerrit-api,50270
pytest-lsp,50262
eemeter,50250
pyats-aereport,50246
connection-pool,50239
ascii-magic,50232
pypugjs,50228
spark,50226
s2,50219
shipyard-utils,50216
pyats-results,50197
busypie,50193
dci-utils,50187
pyats-connections,50185
botocore-a-la-carte-autoscaling-plans,50174
hogql-parser,50173
django-easy-audit,50169
botocore-a-la-carte-connect-contact-lens,50146
pyflattener,50142
creme,50139
botocore-a-la-carte-braket,50128
pyats-datastructures,50125
feapder,50113
botocore-a-la-carte-sagemaker-featurestore-runtime,50099
kafka-helper,50092
marrow-interface,50076
botocore-a-la-carte-oam,50044
pytest-resource-path,50044
pyats-reporter,50028
botocore-a-la-carte-docdb-elastic,50024
svgelements,50016
botocore-a-la-carte-kinesis-video-signaling,50003
depthai,49974
botocore-a-la-carte-ebs,49973
covidcast,49969
botocore-a-la-carte-workmailmessageflow,49952
django-logentry-admin,49949
botocore-a-la-carte-kafkaconnect,49948
botocore-a-la-carte-datapipeline,49944
botocore-a-la-carte-cognito-sync,49944
odc-geo,49939
flake8-pytest,49936
aiooui,49923
pyats-async,49922
botocore-a-la-carte-controltower,49916
binapy,49912
aim-ui,49889
pyats-tcl,49886
botocore-a-la-carte-dynamodbstreams,49882
colorthief,49875
unix-ar,49867
falcon-auth,49862
confite,49852
nose-exclude,49830
qiskit-ibmq-provider,49800
cdk-tweet-queue,49759
pyuegc,49753
pytest-cookies,49751
aws-cdk-aws-kinesisanalytics-flink-alpha,49748
tfrecord,49721
datarobot-drum,49714
botocore-a-la-carte-iotsecuretunneling,49685
botocore-a-la-carte-applicationcostprofiler,49670
botocore-a-la-carte-sdb,49663
yogadl,49652
snakebite,49650
asgi-tools,49636
botocore-a-la-carte-polly,49632
botocore-a-la-carte-route53-recovery-cluster,49623
botocore-a-la-carte-ivschat,49613
ml-insights,49610
botocore-a-la-carte-savingsplans,49602
colcon-argcomplete,49600
sqlobject,49598
botocore-a-la-carte-pi,49578
token-throttler,49573
s2clientprotocol,49549
wsgidav,49532
botocore-a-la-carte-importexport,49520
polyaxon,49506
botocore-a-la-carte-rds-data,49488
apache-airflow-providers-telegram,49480
botocore-a-la-carte-codestar-notifications,49462
opengeode-io,49460
openpulse,49456
pytest-tornado,49452
reproject,49448
tencentcloud-sdk-python-vms,49437
flywheel-sdk,49421
botocore-a-la-carte-connectcampaigns,49419
azure-mgmt-kubernetesconfiguration,49411
sagemaker-studio-image-build,49410
botocore-a-la-carte-cur,49406
botocore-a-la-carte-scheduler,49404
django-robots,49382
botocore-a-la-carte-privatenetworks,49381
zc-buildout,49378
apache-flink-libraries,49353
botocore-a-la-carte-cloudhsm,49342
pomegranate,49340
botocore-a-la-carte-apigatewaymanagementapi,49333
botocore-a-la-carte-rbin,49323
lightkube-models,49322
botocore-a-la-carte-iotfleethub,49295
botocore-a-la-carte-route53-recovery-control-config,49266
mkdocs-click,49246
qualname,49245
botocore-a-la-carte-sagemaker-a2i-runtime,49230
thriftrw,49214
aqtp,49205
mypy-boto3-iot-roborunner,49202
zipfile2,49202
flake8-warnings,49200
optional-django,49182
excel-1drive-nopassword,49180
mypy-baseline,49180
bump-pydantic,49146
botocore-a-la-carte-simspaceweaver,49145
scienceplots,49140
xeger,49138
apngasm-python,49136
pkutils,49128
botocore-a-la-carte-iot-data,49127
tls-parser,49126
arraykit,49097
django-click,49078
flake8-printf-formatting,49078
botocore-a-la-carte-personalize-events,49062
py-jama-rest-client,49055
botocore-a-la-carte-redshift-data,49013
polygon-api-client,49008
whois,48994
base58check,48988
pyocclient,48972
grain-nightly,48971
botocore-a-la-carte-resourcegroupstaggingapi,48936
torchio,48919
mda-xdrlib,48916
opengeode-geosciences,48905
botoinator,48905
pylint-protobuf,48898
botocore-a-la-carte-support-app,48890
oneagent-sdk,48890
botocore-a-la-carte-sagemaker-runtime,48888
pyvisa-sim,48881
suntimes,48878
pycsvschema,48875
botocore-a-la-carte-mobile,48848
botocore-a-la-carte-sso-oidc,48848
botocore-a-la-carte-ssm-sap,48848
botocore-a-la-carte-pinpoint-sms-voice,48827
botocore-a-la-carte-pricing,48822
botocore-a-la-carte-sms-voice,48811
amply,48801
gitchangelog,48794
aiochclient,48776
aioimaplib,48776
botocore-a-la-carte-mwaa,48772
itk,48771
tinyaes,48771
botocore-a-la-carte-license-manager-user-subscriptions,48764
botocore-a-la-carte-marketplacecommerceanalytics,48764
nucliadb-utils,48755
botocore-a-la-carte-emr-serverless,48748
large-image-source-mapnik,48732
cursive,48727
cmudict,48726
boto3-extensions,48724
botocore-a-la-carte-snow-device-management,48713
ansimarkup,48704
suntime,48697
tabpfn,48696
gandlf,48674
py-geth,48673
mock-firestore,48671
large-image-converter,48658
runtype,48657
pymantic,48648
botocore-a-la-carte-s3outposts,48630
logfmter,48623
django-phonenumbers,48615
stemming,48591
fancyimpute,48579
botocore-a-la-carte-license-manager-linux-subscriptions,48569
botocore-a-la-carte-qldb-session,48557
pymorphy3-dicts-ru,48552
django-debug-toolbar-request-history,48535
botocore-a-la-carte-serverlessrepo,48532
appdynamics,48523
django-clone,48517
botocore-a-la-carte-kendra-ranking,48516
types-prettytable,48506
azure-mgmt-hybridkubernetes,48486
drf-excel,48480
pypi-org,48469
botocore-a-la-carte-servicecatalog-appregistry,48469
pyshadow,48467
oslash,48466
lightning-habana,48447
qutip,48436
usb-devices,48413
fast-depends,48407
salt,48404
botocore-a-la-carte-keyspaces,48399
botocore-a-la-carte-iotevents-data,48399
pytest-codspeed,48398
botocore-a-la-carte-fis,48380
pbxproj,48380
botocore-a-la-carte-identitystore,48348
botocore-a-la-carte-personalize-runtime,48334
botocore-a-la-carte-rolesanywhere,48332
botocore-a-la-carte-mgh,48328
garminconnect,48328
snitun,48315
botocore-a-la-carte-healthlake,48310
botocore-a-la-carte-service-quotas,48306
nvidia-pyindex,48294
botocore-a-la-carte-iot-jobs-data,48281
botocore-a-la-carte-emr-containers,48260
backoff-utils,48257
acryl-pyhive,48250
fixedwidth,48228
streamlit-pandas-profiling,48222
botocore-a-la-carte-marketplace-catalog,48219
pytest-pudb,48218
bottle-beaker,48217
goodtables,48210
botocore-a-la-carte-mediastore-data,48182
behave-django,48180
pytest-voluptuous,48161
cucumber-tag-expressions,48159
fastapi-limiter,48151
botocore-a-la-carte-opensearchserverless,48139
viztracer,48135
skforecast,48135
botocore-a-la-carte-mediapackage-vod,48122
azure-mgmt-frontdoor,48120
country-list,48118
moonraker-api,48115
yamllint-junit,48108
babelfish,48108
pynomaly,48107
nucliadb-protos,48080
botocore-a-la-carte-kinesis-video-media,48075
autocfg,48064
pretenders,48020
box2d-py,48007
botocore-a-la-carte-migrationhuborchestrator,47978
botocore-a-la-carte-cloudtrail-data,47957
microversion-parse,47935
workflow,47933
assemblyai,47932
fastapi-events,47923
pymunk,47916
botocore-a-la-carte-mediapackage,47914
django-templated-email,47911
delegator-py,47904
botocore-a-la-carte-sms,47899
datrie,47897
mrflagly,47896
botocore-a-la-carte-route53-recovery-readiness,47894
runipy,47889
dcicutils,47885
sphinx-favicon,47879
ydiff,47873
graphql-ws,47864
pypyodbc,47858
django-bleach,47854
botocore-a-la-carte-schemas,47853
zipstream-ng,47825
pyaogmaneo,47818
oslo-vmware,47810
ubiquerg,47799
cuid,47770
itk-segmentation,47765
gpio,47755
opengeode-geosciencesio,47721
pymiele,47710
botocore-a-la-carte-meteringmarketplace,47710
aviatrix-discovery,47705
sopsy,47685
canals,47682
pylightxl,47675
lightkube,47667
mup,47659
tencentcloud-sdk-python-market,47656
cdktf-cdktf-provider-kubernetes,47654
botocore-a-la-carte-marketplace-entitlement,47650
soda-spark,47648
botocore-a-la-carte-iotdeviceadvisor,47633
pytest-stub,47603
btsocket,47585
botocore-a-la-carte-forecastquery,47583
pymonad,47557
flask-excel,47554
django-dbconn-retry,47551
cornice,47549
wfdb,47532
rebulk,47495
starlette-graphene3,47476
django-map-widgets,47459
temp,47456
py-machineid,47414
onnxruntime-training,47403
autots,47388
django-floppyforms,47383
gmplot,47356
xtgeo,47348
hsh,47331
flashlight-text,47326
tikzplotlib,47305
botocore-a-la-carte-signer,47295
django-cid,47281
starkbank,47279
types-aws-xray-sdk,47277
cpm-kernels,47271
scikit-fda,47267
napari,47224
s4cmd,47196
backoff-stubs,47184
pymailcheck,47184
drf-recaptcha,47179
sphinx-last-updated-by-git,47156
pillow-simd,47148
qiskit-optimization,47104
espnet,47095
flask-cache,47095
aws-solutions-constructs-core,47087
aioapns,47078
mailersend,47067
alpaca-trade-api,47065
pytest-catchlog,47060
robotbackgroundlogger,47058
feedgenerator,47043
edk2-basetools,47042
trame,47037
distfit,47034
asn1tools,47012
cirq-ft,46999
django-discover-runner,46963
pyturbojpeg,46953
nanopb,46944
botocore-a-la-carte-iot1click-projects,46937
oslo-limit,46918
django-stdimage,46912
fitter,46912
appdynamics-bindeps-linux-x64,46908
tencentcloud-sdk-python-dtf,46906
large-image-source-deepzoom,46890
loopstructural,46884
multiversx-sdk-core,46879
python-magnumclient,46867
samesite-compat-check,46867
mobileinventorycli,46858
zope-structuredtext,46847
kenlm,46832
cryptography-vectors,46812
manimpango,46812
composabl-dev,46809
itk-registration,46787
pykeepass,46782
llama-index-vector-stores-qdrant,46775
botocore-a-la-carte-iot1click-devices,46774
mdanalysis,46773
twitter-common-lang,46761
torchlayers-nightly,46741
bip-utils,46729
sphinx-lint,46709
lob,46700
py-radix,46677
paypal-checkout-serversdk,46676
neoteroi-mkdocs,46668
girder-large-image-annotation,46627
django-statsd,46584
sphinxcontrib-googleanalytics,46580
google-apputils,46563
aws-cdk-aws-apigatewayv2,46562
apache-airflow-providers-teradata,46561
mlx-warnings,46559
qsaas,46534
aws-cdk-aws-glue,46517
etos-lib,46516
factorio-rcon-py,46514
morphys,46493
datedelta,46493
codeintel,46489
astyle,46488
flytekitplugins-pod,46447
isbnlib,46435
colorspacious,46367
blue,46363
mypy-boto3-codeconnections,46351
aiohttp-swagger,46348
basic-rest-endpoint,46337
mesh-tensorflow,46331
robotframework-zoomba,46323
jupyter-black,46320
ufolib2,46301
sunholo,46300
databricks-sql,46279
azureml-ai-monitoring,46270
orange3,46264
solara,46260
rsconnect-python,46224
demisto-py,46209
lvis,46199
spotdl,46194
irisml-tasks-training,46185
sphinx-material,46181
pyslack,46162
deemix,46152
mosaicml,46140
copybook,46121
pycups,46120
pypdftk,46116
gtts-token,46114
carbon-black-cloud-sdk,46109
girder-large-image,46105
awesome-slugify,46100
finlab,46093
srvlookup,46077
eiffellib,46077
lda,46048
scrapy-crawlera,46043
mypy-boto3-deadline,46040
mediafile,46034
nicknames,46030
twitter-common-dirutil,46023
bagit,46019
rabbitizer,45977
b2,45975
mmtf-python,45974
django-decorator-include,45965
portforward,45961
logging2,45949
django-plotly-dash,45942
trytond,45936
apache-airflow-providers-samba,45928
azure-search,45926
geode-simplexremesh,45905
praatio,45898
large-image-source-openslide,45887
pytorch-transformers,45873
path-and-address,45855
opencensus-ext-django,45849
csvvalidator,45843
tox-current-env,45839
azure-cognitiveservices-search-websearch,45835
profilehooks,45821
flake8-encodings,45794
simple-watchdog-timer,45792
opengeode-core,45781
decentriq-dcr-compiler,45771
abstra,45765
presto-types-parser,45763
drawsvg,45760
flake8-pylint,45738
zipunicode,45736
h2o-pysparkling-3-2,45727
ctparse,45719
http-parser,45716
large-image-source-pil,45716
mkl-include,45704
adbc-driver-sqlite,45692
spin,45691
testinfiniteloop,45676
pytest-flask-sqlalchemy,45655
splinecalib,45637
geoplot,45637
python-tgpt,45636
pystream-protobuf,45635
ais-dom,45633
aresponses,45633
pyramid-retry,45625
pycircleci,45623
geotext,45613
nkeys,45612
pytictoc,45608
mkdocs-with-pdf,45592
amazon-braket-schemas,45587
fast-histogram,45568
rdrobust,45560
async-retrying,45553
torch-stoi,45548
pangu,45548
robotframework-csvlibrary,45545
kdepy,45542
asusrouter,45540
rpcq,45520
jsontas,45517
botocore-a-la-carte-cognito-identity,45511
aimrecords,45497
tlds,45497
gtfs-realtime-bindings,45476
phone-iso3166,45456
flakeheaven,45448
pandas-vet,45430
hydra-optuna-sweeper,45420
maseya-z3pr,45406
enums,45396
relstorage,45394
asyncio-redis,45392
pulumi-postgresql,45369
tf-nightly-intel,45357
xkcdpass,45348
rst2ansi,45339
django-upgrade,45336
pulumi-pulumiservice,45335
warc3-wet,45333
pyriemann,45332
pymmh3,45315
python-datauri,45311
pyrealsense2,45308
qgrid,45292
cdktf-cdktf-provider-docker,45292
flask-kvsession,45276
pyatv,45267
python-aqi,45260
pytest-error-for-skips,45240
gdsfactory,45233
fxrays,45230
pyvips,45221
colcon-mixin,45210
azure-cli-diff-tool,45205
persist-queue,45179
pymeshlab,45178
smsapi-client,45156
cdk-watchful,45149
sqlalchemy-vertica,45139
cvxpy-base,45080
jenkins-job-builder,45072
flake8-multiline-containers,45068
